transaction_id,order_id,payment_method,amount,transaction_date
3286,3755,cod,1248.4,2023-10-18
3287,3756,upi,2549.16,2023-03-11
3288,3757,upi,625.87,2023-02-04
3289,3758,upi,10965.24,2023-09-15
3290,3759,cod,1405.13,2024-04-15
3291,3760,upi,624.07,2025-05-23
3292,3761,upi,589.14,2024-10-22
3293,3762,upi,3245.68,2025-04-25
3294,3763,card,666.98,2023-04-20
3295,3764,cod,1311.12,2024-02-22
3296,3765,cod,9973.92,2024-09-14
3297,3767,wallet,2976.4,2025-06-16
3298,3768,upi,2938.44,2025-11-30
3299,3769,cod,31299.85,2024-12-23
3300,3770,upi,2059.86,2024-10-03
3301,3771,cod,2846.32,2025-02-19
3302,3772,cod,1373.24,2025-01-12
3303,3773,card,2019.92,2023-07-18
3304,3774,card,2252.44,2024-10-12
3305,3775,upi,1297.93,2024-05-07
3306,3777,card,1698.72,2024-09-12
3307,3778,wallet,766.38,2025-11-29
3308,3780,card,1372.86,2024-10-28
3309,3781,upi,1101.09,2025-02-14
3310,3782,card,2976.06,2024-07-08
3311,3783,wallet,1317.42,2025-02-15
3312,3784,upi,7776.68,2024-12-28
3313,3785,card,605.43,2025-01-11
3314,3786,cod,7495.23,2023-11-27
3315,3787,cod,3835.34,2025-06-28
3316,3788,upi,910.2,2023-12-31
3317,3789,wallet,291.86,2025-10-11
3318,3790,upi,8335.59,2023-01-14
3319,3791,card,5346.3,2025-02-26
3320,3792,cod,1228.65,2025-08-12
3321,3793,wallet,1994.8,2025-12-17
3322,3794,wallet,4466.43,2024-02-03
3323,3795,wallet,2906.65,2025-08-24
3324,3796,upi,2620.89,2025-03-23
3325,3797,upi,411.83,2025-04-12
3326,3798,upi,1861.48,2025-11-14
3327,3799,upi,180.57,2024-11-27
3328,3800,card,751.36,2024-11-10
3329,3802,upi,510.92,2025-04-15
3330,3804,cod,1164.44,2025-12-27
3331,3806,card,464.31,2023-07-13
3332,3807,cod,1297.93,2025-11-10
3333,3809,upi,2940.86,2023-12-04
3334,3810,cod,635.1,2025-12-09
3335,3811,upi,4411.29,2025-03-03
3336,3812,upi,499.76,2024-12-08
3337,3813,upi,1078.99,2024-04-28
3338,3814,card,1524.1,2025-10-17
3339,3817,upi,16447.86,2024-11-14
3340,3819,cod,2472.52,2024-02-13
3341,3820,upi,728.36,2025-05-09
3342,3822,wallet,2938.44,2024-12-26
3343,3823,card,2808.18,2023-08-24
3344,3824,upi,2286.15,2025-01-14
3345,3825,cod,4726.72,2025-12-11
3346,3826,upi,2380.53,2024-04-15
3347,3827,upi,1089.16,2025-09-23
3348,3828,cod,3450.76,2025-11-07
3349,3829,upi,3030.54,2023-07-14
3350,3831,card,6156.72,2023-03-25
3351,3832,upi,12684.5,2025-09-26
3352,3833,wallet,4570.05,2023-10-03
3353,3834,card,1334.78,2024-09-02
3354,3835,upi,9439.4,2023-11-20
3355,3836,upi,2560.83,2025-12-02
3356,3837,cod,2493.32,2023-02-13
3357,3838,upi,2163.04,2025-08-18
3358,3839,upi,3068.13,2024-06-25
3359,3840,upi,302.18,2025-05-07
3360,3842,upi,2773.99,2023-11-18
3361,3843,upi,2222.64,2025-06-22
3362,3844,upi,1343.28,2023-10-22
3363,3845,card,1011.88,2023-04-01
3364,3846,upi,5006.04,2023-11-29
3365,3847,upi,5310.39,2024-02-12
3366,3848,card,5482.62,2023-03-16
3367,3849,cod,4581.96,2024-03-09
3368,3851,upi,2625.0,2025-12-01
3369,3852,cod,4681.62,2023-12-15
3370,3853,upi,778.82,2024-06-15
3371,3854,upi,1307.82,2025-06-15
3372,3856,upi,3211.5,2023-03-10
3373,3857,upi,2979.0,2024-02-12
3374,3858,card,3712.34,2025-10-11
3375,3859,upi,3072.57,2025-05-18
3376,3860,upi,3122.88,2025-11-04
3377,3861,card,1253.99,2023-02-12
3378,3862,card,1274.58,2023-05-13
3379,3863,upi,854.68,2025-09-17
3380,3864,cod,3485.96,2025-06-30
3381,3865,wallet,2034.88,2024-01-11
3382,3866,card,7670.68,2023-01-22
3383,3867,upi,7658.1,2023-12-29
3384,3868,upi,4269.48,2024-11-19
3385,3869,card,9302.1,2023-09-12
3386,3870,card,906.21,2023-11-18
3387,3871,card,678.75,2024-08-30
3388,3872,cod,497.74,2023-03-16
3389,3873,upi,6421.15,2024-12-15
3390,3874,upi,731.18,2025-09-10
3391,3875,cod,1920.48,2025-06-07
3392,3876,upi,2887.3,2025-06-23
3393,3877,cod,1372.86,2024-02-16
3394,3878,wallet,1820.4,2025-11-26
3395,3879,upi,1634.12,2025-12-26
3396,3880,card,1887.98,2024-01-01
3397,3882,upi,2363.36,2024-08-09
3398,3883,upi,1025.56,2024-12-11
3399,3884,cod,2054.5,2024-02-16
3400,3885,cod,2363.36,2025-09-26
3401,3886,upi,464.31,2025-12-12
3402,3887,card,2693.3,2023-12-11
3403,3888,upi,518.08,2025-12-17
3404,3889,cod,1311.39,2025-12-11
3405,3891,upi,97.96,2024-09-14
3406,3893,upi,1583.34,2024-10-01
3407,3894,upi,685.17,2025-08-24
3408,3895,upi,1178.7,2025-10-11
3409,3897,wallet,197.92,2025-11-26
3410,3898,upi,500.27,2023-11-02
3411,3899,cod,1318.34,2023-05-02
3412,3900,cod,2328.88,2024-12-06
3413,3901,upi,4039.95,2023-05-12
3414,3902,upi,1181.68,2024-02-09
3415,3903,upi,6491.36,2025-02-12
3416,3904,upi,1109.0,2024-04-30
3417,3905,upi,5398.36,2023-12-17
3418,3906,cod,1011.88,2023-10-01
3419,3907,card,3121.08,2025-05-27
3420,3908,upi,460.6,2024-04-26
3421,3909,card,6285.8,2024-09-20
3422,3910,upi,2919.42,2023-05-16
3423,3911,upi,4744.74,2023-09-01
3424,3913,cod,4282.0,2025-09-13
3425,3914,cod,1942.94,2025-04-26
3426,3915,card,1094.3,2025-07-30
3427,3916,upi,7616.64,2025-12-26
3428,3917,upi,7616.64,2025-04-02
3429,3920,card,2992.2,2025-05-22
3430,3921,card,1937.44,2025-11-22
3431,3923,cod,965.15,2024-04-04
3432,3924,card,677.45,2025-12-25
3433,3925,card,862.69,2025-11-03
3434,3926,cod,5073.8,2024-07-30
3435,3927,upi,5855.97,2025-03-31
3436,3928,upi,6776.33,2025-09-07
3437,3929,upi,2401.74,2025-10-15
3438,3930,card,5988.78,2024-03-18
3439,3931,card,2176.2,2023-06-25
3440,3932,upi,1966.6,2025-01-09
3441,3933,wallet,1228.65,2024-11-16
3442,3934,upi,506.58,2024-10-14
3443,3935,upi,3545.88,2025-01-17
3444,3936,wallet,1203.91,2024-11-11
3445,3939,wallet,411.83,2025-09-16
3446,3940,wallet,1946.28,2023-01-30
3447,3941,upi,2625.0,2023-03-18
3448,3942,upi,14280.2,2023-11-20
3449,3943,card,1443.96,2023-12-29
3450,3944,upi,4643.16,2023-07-16
3451,3945,card,540.55,2023-12-21
3452,3946,cod,11861.85,2024-03-05
3453,3947,wallet,8526.63,2024-12-09
3454,3948,upi,510.92,2024-05-30
3455,3949,upi,1441.23,2025-02-08
3456,3950,upi,1346.65,2023-11-23
3457,3951,upi,81.77,2023-11-16
3458,3952,cod,3046.66,2023-06-07
3459,3953,cod,2325.27,2023-12-31
3460,3954,wallet,309.54,2025-12-19
3461,3955,upi,2315.58,2023-12-20
3462,3956,upi,1573.65,2025-03-13
3463,3958,cod,3952.26,2025-05-11
3464,3961,cod,1027.25,2023-01-07
3465,3962,card,3485.96,2024-12-02
3466,3963,upi,2557.86,2023-06-09
3467,3964,card,7002.6,2024-06-12
3468,3965,upi,1388.26,2023-05-17
3469,3966,upi,2380.53,2025-03-16
3470,3967,upi,460.6,2025-05-18
3471,3968,card,1872.12,2025-10-11
3472,3969,card,1079.52,2025-06-23
3473,3970,card,3202.22,2023-01-12
3474,3971,upi,1595.32,2025-05-02
3475,3972,upi,5444.76,2023-11-30
3476,3973,upi,1687.35,2023-11-12
3477,3974,upi,1297.93,2023-09-06
3478,3975,wallet,7749.76,2024-01-09
3479,3976,upi,217.82,2023-11-11
3480,3977,upi,566.24,2023-04-15
3481,3978,upi,3327.0,2024-12-29
3482,3979,upi,12334.17,2024-12-29
3483,3980,cod,1049.18,2025-05-02
3484,3981,card,1039.82,2024-03-04
3485,3982,upi,1961.73,2024-02-24
3486,3983,wallet,1125.32,2025-08-09
3487,3984,upi,9737.04,2025-11-14
3488,3985,cod,1346.65,2023-05-27
3489,3986,upi,2203.83,2025-04-20
3490,3987,wallet,1519.1,2025-08-19
3491,3988,cod,1539.93,2024-09-07
3492,3990,card,848.75,2025-05-08
3493,3991,cod,2360.73,2025-11-28
3494,3992,upi,4739.65,2025-09-20
3495,3993,card,1084.78,2025-08-30
3496,3994,upi,6390.03,2025-02-12
3497,3995,cod,8028.38,2024-01-17
3498,3996,upi,11114.12,2023-05-12
3499,3997,upi,6672.2,2024-05-20
3500,3998,card,4504.88,2023-10-17
3501,3999,card,1235.49,2023-12-02
3502,4000,cod,428.35,2023-12-03
3503,4001,wallet,165.49,2023-01-01
3504,4002,upi,506.58,2024-01-11
3505,4003,card,1631.97,2025-05-14
3506,4004,upi,5401.94,2024-05-09
3507,4005,upi,3052.32,2025-03-04
3508,4006,upi,1930.5,2025-02-11
3509,4008,cod,1684.0,2023-02-21
3510,4010,upi,2507.98,2025-06-20
3511,4011,cod,409.55,2025-02-09
3512,4012,card,3081.02,2025-03-12
3513,4013,wallet,4164.78,2025-12-20
3514,4014,upi,1323.45,2023-04-10
3515,4015,cod,919.83,2024-07-09
3516,4016,upi,2538.88,2024-03-28
3517,4017,wallet,1522.92,2023-09-09
3518,4018,wallet,1809.78,2023-09-29
3519,4019,card,3203.46,2023-07-27
3520,4020,upi,1386.62,2023-12-12
3521,4021,upi,973.14,2023-02-12
3522,4022,wallet,3485.96,2025-02-14
3523,4023,upi,1020.6,2025-11-20
3524,4024,wallet,9163.92,2024-06-16
3525,4025,card,4182.76,2023-09-23
3526,4026,card,906.54,2024-03-11
3527,4027,card,1450.72,2024-01-07
3528,4028,upi,1081.1,2023-11-26
3529,4029,card,804.38,2025-10-11
3530,4030,wallet,870.62,2025-10-23
3531,4031,upi,3567.86,2025-11-29
3532,4032,upi,604.36,2023-11-04
3533,4033,wallet,2451.18,2025-07-14
3534,4034,card,1068.04,2025-01-13
3535,4035,card,1741.5,2025-12-14
3536,4036,wallet,7616.75,2023-09-29
3537,4037,card,574.31,2023-10-14
3538,4038,card,2494.65,2024-01-14
3539,4039,upi,11711.94,2023-02-11
3540,4040,upi,9981.3,2025-08-16
3541,4041,upi,976.33,2024-12-14
3542,4042,upi,11626.6,2023-11-09
3543,4043,upi,3045.84,2024-08-25
3544,4045,card,11189.72,2024-11-19
3545,4046,card,3761.97,2024-12-11
3546,4047,cod,3179.64,2023-11-16
3547,4048,card,5015.96,2024-10-03
3548,4049,wallet,4826.25,2024-05-10
3549,4050,card,4411.29,2024-09-04
3550,4052,upi,2256.97,2023-10-27
3551,4053,upi,770.74,2025-05-10
3552,4054,card,3264.88,2025-05-17
3553,4055,upi,3028.27,2023-12-19
3554,4056,upi,20328.99,2023-11-10
3555,4057,card,531.71,2023-05-27
3556,4058,upi,7127.4,2025-03-05
3557,4059,upi,759.87,2025-06-01
3558,4060,upi,380.81,2024-07-07
3559,4061,upi,245.31,2024-02-11
3560,4062,upi,1695.08,2023-05-20
3561,4063,wallet,2957.76,2023-12-27
3562,4064,card,7610.7,2024-10-02
3563,4066,card,643.94,2025-12-07
3564,4067,card,510.92,2024-09-25
3565,4068,cod,389.41,2024-08-03
3566,4069,cod,2167.65,2024-06-12
3567,4070,upi,1488.2,2023-02-28
3568,4072,upi,2221.24,2024-06-19
3569,4073,cod,692.68,2023-09-11
3570,4074,cod,1806.2,2024-03-09
3571,4075,card,3137.4,2023-12-25
3572,4076,upi,1236.26,2023-01-28
3573,4077,upi,5310.39,2025-12-23
3574,4078,upi,3137.07,2024-09-11
3575,4080,card,3374.7,2024-08-11
3576,4081,upi,5549.94,2025-10-28
3577,4083,card,3023.22,2024-03-12
3578,4084,wallet,2107.07,2023-11-24
3579,4086,upi,8753.25,2024-12-01
3580,4087,upi,4128.15,2025-10-23
3581,4088,upi,760.62,2025-07-30
3582,4089,cod,4090.6,2023-04-03
3583,4090,upi,1839.66,2025-12-07
3584,4091,wallet,1423.16,2024-12-29
3585,4092,wallet,2098.36,2023-11-28
3586,4093,cod,3483.0,2024-03-01
3587,4094,card,230.3,2024-12-18
3588,4095,upi,3791.72,2025-02-20
3589,4096,upi,2615.64,2023-09-03
3590,4097,upi,920.58,2023-10-07
3591,4098,card,831.55,2025-02-09
3592,4099,card,3743.28,2023-10-18
3593,4100,card,12334.17,2024-02-19
3594,4101,upi,2940.81,2024-03-19
3595,4102,card,499.76,2025-07-10
3596,4103,cod,1518.04,2024-08-19
3597,4104,cod,2673.9,2024-09-05
3598,4107,wallet,3846.38,2025-01-22
3599,4108,card,2268.68,2024-05-15
3600,4109,upi,3030.54,2024-08-18
3601,4110,cod,1946.28,2024-04-27
3602,4111,upi,2565.84,2023-10-04
3603,4112,card,1581.27,2025-12-09
3604,4113,upi,3137.4,2025-04-04
3605,4115,upi,2192.92,2024-11-12
3606,4116,card,5073.8,2023-12-01
3607,4117,cod,643.3,2023-01-22
3608,4118,cod,5568.51,2025-12-02
3609,4119,card,4090.84,2025-12-13
3610,4122,card,2928.99,2023-08-22
3611,4123,cod,1410.66,2024-05-03
3612,4124,upi,1492.14,2024-07-23
3613,4125,wallet,4986.96,2024-09-28
3614,4126,card,2646.9,2023-12-24
3615,4127,upi,15385.52,2023-05-09
3616,4128,upi,1488.2,2025-08-03
3617,4129,cod,365.59,2025-12-10
3618,4130,card,3245.68,2025-01-28
3619,4131,upi,4385.84,2024-07-26
3620,4132,upi,1090.58,2023-10-24
3621,4133,upi,424.15,2025-04-24
3622,4134,card,4071.32,2024-08-26
3623,4135,cod,802.71,2024-11-23
3624,4136,upi,547.75,2023-04-20
3625,4137,upi,1665.93,2024-07-02
3626,4138,wallet,2104.08,2025-02-16
3627,4139,upi,1981.42,2025-02-24
3628,4140,cod,1971.84,2023-06-14
3629,4141,card,491.65,2023-10-15
3630,4142,upi,2568.46,2024-09-03
3631,4143,wallet,1054.44,2025-03-25
3632,4145,card,1500.81,2025-12-28
3633,4146,upi,542.2,2024-08-26
3634,4147,wallet,2178.32,2025-12-20
3635,4148,upi,3033.0,2023-10-11
3636,4150,upi,814.42,2023-08-09
3637,4151,wallet,781.41,2023-09-16
3638,4152,wallet,535.14,2025-11-09
3639,4153,card,3184.22,2025-09-21
3640,4154,upi,3337.36,2023-03-06
3641,4155,wallet,1178.28,2023-09-22
3642,4156,cod,1457.92,2023-08-23
3643,4157,upi,1632.33,2023-04-21
3644,4159,card,677.66,2024-11-25
3645,4160,card,302.18,2023-12-22
3646,4161,upi,9705.57,2024-11-16
3647,4162,cod,2066.9,2025-12-11
3648,4163,upi,2818.74,2025-04-24
3649,4164,upi,2800.3,2025-05-11
3650,4165,wallet,2407.82,2023-02-28
3651,4166,upi,1560.54,2024-12-09
3652,4167,upi,2976.4,2024-02-11
3653,4168,card,781.41,2023-05-13
3654,4169,card,2015.48,2025-03-10
3655,4171,card,1045.8,2023-12-02
3656,4172,wallet,380.81,2024-03-22
3657,4173,upi,1285.05,2023-06-15
3658,4174,card,3742.8,2025-11-15
3659,4176,upi,3943.68,2025-02-09
3660,4177,card,2884.35,2025-02-18
3661,4178,upi,6787.89,2025-02-02
3662,4179,cod,604.14,2025-01-03
3663,4180,upi,1938.69,2024-08-10
3664,4181,upi,1849.98,2023-12-30
3665,4182,wallet,1089.16,2025-09-28
3666,4183,card,3068.13,2024-08-18
3667,4184,upi,1094.3,2023-10-07
3668,4185,card,1928.1,2024-06-07
3669,4186,card,6536.72,2024-06-07
3670,4187,card,653.91,2023-05-29
3671,4189,upi,1970.25,2025-11-17
3672,4190,card,1102.64,2025-02-23
3673,4191,upi,2614.47,2025-01-17
3674,4192,wallet,1641.45,2023-05-23
3675,4193,wallet,4650.54,2025-03-15
3676,4194,wallet,2185.2,2025-08-24
3677,4195,cod,1215.28,2024-12-23
3678,4196,card,4090.6,2024-08-18
3679,4197,upi,3473.37,2025-01-03
3680,4198,wallet,1210.86,2023-10-08
3681,4199,card,3389.25,2023-06-18
3682,4200,cod,653.46,2023-05-08
3683,4201,upi,1928.1,2023-03-31
3684,4202,upi,9027.88,2025-08-30
3685,4203,wallet,4140.5,2025-09-09
3686,4204,cod,1240.4,2024-05-12
3687,4206,upi,3564.2,2023-12-16
3688,4207,wallet,1317.42,2023-08-22
3689,4208,upi,5026.2,2024-12-17
3690,4209,wallet,16710.6,2024-02-02
3691,4210,wallet,4631.16,2023-03-30
3692,4211,upi,5310.39,2023-12-15
3693,4212,upi,412.56,2025-03-31
3694,4213,card,5136.25,2023-11-22
3695,4214,upi,5092.92,2025-04-28
3696,4215,cod,703.3,2023-11-29
3697,4216,upi,4466.43,2024-09-14
3698,4217,upi,1163.4,2024-07-06
3699,4218,upi,848.3,2023-12-25
3700,4219,wallet,5546.04,2025-09-01
3701,4220,upi,2517.81,2025-09-27
3702,4221,upi,497.94,2024-10-22
3703,4222,cod,7678.06,2023-06-20
3704,4223,upi,3150.2,2024-04-25
3705,4224,card,629.76,2023-01-08
3706,4225,cod,4315.96,2024-09-30
3707,4226,cod,4570.05,2024-01-16
3708,4227,cod,2920.22,2025-11-11
3709,4228,upi,4518.0,2023-12-31
3710,4229,wallet,7447.5,2023-02-07
3711,4230,upi,2353.98,2025-05-20
3712,4231,upi,8222.78,2025-10-24
3713,4232,card,1087.98,2024-08-24
3714,4233,cod,5692.64,2025-01-26
3715,4234,upi,545.29,2025-11-14
3716,4235,cod,5376.54,2024-11-14
3717,4236,card,16205.82,2023-10-22
3718,4237,upi,2353.98,2024-11-26
3719,4238,cod,2940.81,2025-09-27
3720,4239,upi,7278.74,2023-04-02
3721,4240,upi,3178.29,2024-10-08
3722,4241,cod,3846.38,2025-02-09
3723,4242,card,3068.13,2023-04-09
3724,4243,cod,3755.7,2024-11-01
3725,4244,upi,1930.3,2023-05-24
3726,4245,cod,10008.3,2023-04-02
3727,4246,card,891.3,2025-08-15
3728,4247,wallet,1424.67,2025-08-03
3729,4248,upi,8682.28,2023-03-01
3730,4249,upi,3174.04,2024-06-23
3731,4250,card,4716.96,2023-01-26
3732,4251,upi,4466.43,2024-05-28
3733,4253,cod,7111.32,2024-01-09
3734,4254,upi,7111.32,2024-05-21
3735,4255,card,5388.57,2025-08-25
3736,4256,card,365.59,2024-03-03
3737,4257,wallet,666.98,2025-09-01
3738,4258,cod,1406.65,2024-02-13
3739,4259,upi,1418.58,2023-12-12
3740,4260,card,2906.65,2024-11-29
3741,4261,cod,7670.68,2023-01-14
3742,4262,upi,8929.2,2023-06-15
3743,4263,wallet,943.99,2023-04-27
3744,4264,upi,1448.96,2024-12-05
3745,4265,cod,3798.44,2024-11-27
3746,4266,card,4650.54,2023-09-11
3747,4267,wallet,1355.32,2024-02-26
3748,4268,card,1047.36,2024-04-14
3749,4269,upi,1300.46,2023-10-21
3750,4270,upi,541.5,2024-04-24
3751,4271,card,1684.0,2025-05-12
3752,4272,wallet,1355.7,2023-10-20
3753,4273,card,3742.8,2024-11-01
3754,4274,cod,5784.33,2025-11-30
3755,4275,upi,1106.62,2025-07-28
3756,4276,card,2091.38,2023-12-27
3757,4277,card,666.98,2024-07-21
3758,4278,cod,483.58,2023-05-29
3759,4279,upi,1735.48,2025-08-04
3760,4282,card,2380.53,2025-11-08
3761,4283,cod,1755.68,2023-11-15
3762,4284,upi,1872.21,2025-06-29
3763,4285,upi,759.87,2024-11-30
3764,4286,upi,1635.87,2024-01-04
3765,4287,card,8097.54,2023-11-01
3766,4288,card,82.03,2023-01-01
3767,4289,upi,1920.48,2023-01-11
3768,4291,card,1647.32,2024-05-12
3769,4292,cod,5347.8,2024-02-16
3770,4293,card,2192.92,2023-10-04
3771,4295,card,9243.06,2023-10-22
3772,4296,cod,5388.57,2024-10-04
3773,4297,card,2992.2,2023-09-20
3774,4298,card,2557.86,2024-01-05
3775,4299,cod,5130.86,2025-04-30
3776,4300,card,5120.95,2025-09-19
3777,4301,card,2240.24,2023-09-26
3778,4302,card,999.14,2023-08-26
3779,4304,cod,6491.36,2025-08-08
3780,4305,card,2612.25,2023-06-02
3781,4306,upi,2634.84,2025-02-09
3782,4308,wallet,1373.24,2023-06-29
3783,4309,cod,1258.74,2025-12-12
3784,4310,upi,1333.96,2023-03-24
3785,4311,wallet,7610.7,2024-04-11
3786,4312,upi,1877.61,2023-12-19
3787,4313,cod,1292.46,2024-11-12
3788,4314,card,3901.38,2024-09-19
3789,4315,card,483.58,2024-12-08
3790,4316,upi,1354.9,2024-10-31
3791,4317,upi,860.28,2023-10-15
3792,4318,card,842.0,2024-04-22
3793,4319,card,6059.76,2023-07-03
3794,4320,cod,1521.24,2023-05-26
3795,4321,cod,1222.44,2023-04-12
3796,4322,wallet,728.36,2025-12-15
3797,4323,card,2914.41,2025-04-13
3798,4324,card,734.61,2023-08-15
3799,4326,card,1678.54,2023-01-01
3800,4327,upi,197.92,2024-12-30
3801,4328,cod,919.83,2023-12-04
3802,4329,cod,314.88,2025-09-16
3803,4330,card,392.4,2024-12-26
3804,4331,card,1081.1,2025-11-02
3805,4332,card,1272.45,2025-10-12
3806,4333,cod,3540.26,2024-09-29
3807,4334,card,2078.04,2023-05-22
3808,4335,cod,5351.97,2024-05-23
3809,4336,cod,1698.72,2023-06-01
3810,4337,upi,1444.22,2023-04-16
3811,4338,card,1931.82,2025-03-16
3812,4339,wallet,677.85,2025-12-16
3813,4340,upi,4577.37,2025-12-21
3814,4342,upi,1990.96,2024-12-29
3815,4343,upi,6368.44,2025-09-22
3816,4344,cod,2363.36,2025-07-11
3817,4345,upi,1119.36,2025-07-14
3818,4347,card,679.84,2024-10-25
3819,4348,card,2264.96,2024-03-23
3820,4349,upi,1595.32,2023-08-31
3821,4350,card,3611.73,2024-12-07
3822,4351,upi,545.29,2024-06-11
3823,4352,cod,2098.2,2025-12-18
3824,4353,upi,2773.02,2025-10-20
3825,4354,cod,6371.4,2025-12-17
3826,4355,cod,540.55,2023-07-19
3827,4357,card,1952.66,2023-03-23
3828,4358,upi,684.52,2023-05-04
3829,4359,upi,470.22,2023-07-26
3830,4361,upi,2080.59,2025-02-16
3831,4362,card,6880.25,2024-05-15
3832,4363,upi,9499.74,2023-11-26
3833,4364,card,331.96,2023-06-19
3834,4365,cod,81.77,2023-04-17
3835,4367,card,1508.15,2023-07-28
3836,4371,wallet,1020.6,2023-02-25
3837,4372,card,816.22,2023-05-16
3838,4374,card,1022.1,2024-07-21
3839,4375,upi,2785.9,2023-09-23
3840,4376,upi,1054.18,2025-08-03
3841,4377,wallet,802.71,2024-02-24
3842,4378,upi,965.15,2025-03-22
3843,4379,card,2610.1,2023-12-10
3844,4380,cod,7140.1,2023-06-10
3845,4381,card,3915.15,2023-11-10
3846,4382,upi,1783.99,2023-06-28
3847,4383,cod,1140.93,2025-03-23
3848,4384,card,1713.4,2025-12-22
3849,4385,upi,1200.87,2023-04-09
3850,4386,wallet,9119.1,2023-12-28
3851,4387,wallet,1148.62,2023-11-25
3852,4388,upi,1569.32,2023-05-22
3853,4389,cod,566.24,2023-10-31
3854,4390,wallet,5482.62,2025-09-06
3855,4392,upi,921.2,2024-06-17
3856,4394,upi,2495.2,2025-12-13
3857,4395,card,2494.68,2024-12-11
3858,4396,cod,1036.16,2024-03-12
3859,4398,card,817.08,2024-04-28
3860,4399,wallet,971.47,2024-10-04
3861,4400,card,1069.23,2025-12-13
3862,4401,card,11624.64,2023-11-26
3863,4402,wallet,910.2,2024-11-05
3864,4404,upi,2696.1,2025-01-11
3865,4405,upi,1282.92,2025-12-12
3866,4406,card,831.55,2024-04-11
3867,4407,card,541.71,2023-07-16
3868,4408,upi,1444.22,2023-10-14
3869,4409,card,1022.71,2024-12-28
3870,4410,card,874.08,2024-06-25
3871,4411,upi,1887.98,2025-11-25
3872,4412,card,906.21,2023-12-12
3873,4413,card,3907.12,2024-08-30
3874,4415,card,3903.98,2023-04-20
3875,4416,upi,1557.64,2025-01-29
3876,4417,card,604.14,2025-04-24
3877,4418,card,5007.6,2025-02-14
3878,4419,cod,4681.62,2024-11-30
3879,4420,cod,2176.44,2025-04-28
3880,4421,card,3846.38,2024-08-21
3881,4422,wallet,946.69,2024-10-02
3882,4423,card,1270.84,2023-07-02
3883,4424,upi,3786.76,2023-01-17
3884,4425,upi,1654.8,2025-01-06
3885,4426,card,6238.0,2023-12-14
3886,4427,wallet,2221.24,2023-04-09
3887,4429,card,1684.0,2024-12-21
3888,4430,card,435.31,2025-10-17
3889,4431,card,1259.52,2025-04-18
3890,4432,upi,1225.13,2025-06-29
3891,4433,card,6303.12,2023-12-05
3892,4434,cod,1579.43,2023-09-26
3893,4435,upi,4986.96,2023-01-15
3894,4436,upi,874.26,2025-12-04
3895,4437,wallet,1059.43,2025-12-18
3896,4438,cod,625.87,2024-01-29
3897,4439,upi,4083.57,2024-01-18
3898,4440,cod,1167.44,2025-01-13
3899,4441,wallet,3326.24,2025-09-02
3900,4442,upi,2438.18,2023-01-23
3901,4444,upi,967.16,2025-08-31
3902,4445,wallet,2118.86,2024-05-21
3903,4446,cod,1258.74,2025-09-24
3904,4447,upi,6672.2,2024-09-21
3905,4448,upi,1697.5,2024-04-13
3906,4450,wallet,1610.76,2025-08-31
3907,4451,card,1359.81,2024-08-22
3908,4452,wallet,3915.15,2024-03-30
3909,4453,card,3063.24,2023-09-06
3910,4455,upi,1621.65,2024-03-29
3911,4456,upi,2054.5,2023-12-19
3912,4457,card,2773.99,2023-10-15
3913,4458,cod,1820.4,2023-10-12
3914,4459,card,825.12,2024-01-20
3915,4460,card,1893.9,2025-03-29
3916,4461,upi,7080.52,2025-06-15
3917,4463,wallet,1538.52,2025-05-27
3918,4464,cod,2949.5,2025-01-11
3919,4465,card,3417.42,2023-12-15
3920,4466,card,7168.72,2023-12-13
3921,4467,cod,2426.11,2025-11-29
3922,4468,wallet,1018.34,2024-09-21
3923,4469,upi,1678.54,2025-09-21
3924,4471,card,5671.7,2023-03-01
3925,4472,upi,2711.4,2024-04-05
3926,4473,upi,1656.2,2024-05-06
3927,4475,card,3907.12,2025-09-11
3928,4476,wallet,5547.98,2024-06-24
3929,4477,cod,5113.55,2023-08-26
3930,4478,upi,2091.38,2025-09-28
3931,4479,cod,361.14,2023-07-23
3932,4480,wallet,1707.22,2023-06-09
3933,4482,cod,2430.2,2023-04-17
3934,4483,card,1225.4,2024-04-30
3935,4484,card,1509.44,2023-12-12
3936,4485,wallet,16056.76,2025-10-18
3937,4486,wallet,1027.25,2024-12-16
3938,4487,cod,7696.29,2024-05-31
3939,4488,wallet,651.77,2025-09-09
3940,4489,wallet,6321.21,2024-07-24
3941,4491,cod,6672.2,2024-11-18
3942,4492,card,1955.82,2024-08-16
3943,4493,cod,1282.92,2025-03-27
3944,4494,cod,490.16,2024-08-09
3945,4496,upi,1408.9,2023-12-20
3946,4497,upi,1960.54,2023-08-15
3947,4499,upi,7131.92,2025-12-03
3948,4500,upi,1893.38,2023-11-23
3949,4501,upi,1418.58,2023-08-30
3950,4502,card,2157.98,2024-09-07
3951,4503,cod,2353.98,2024-01-10
3952,4504,card,1541.48,2025-12-11
3953,4506,card,1492.14,2025-10-24
3954,4507,cod,1354.9,2023-11-13
3955,4508,cod,5504.2,2023-10-16
3956,4510,cod,762.05,2025-01-26
3957,4511,card,1628.84,2023-08-17
3958,4512,card,1225.13,2025-03-15
3959,4513,card,3482.37,2024-08-14
3960,4514,card,3482.37,2024-09-02
3961,4516,upi,4269.48,2023-11-19
3962,4517,upi,2770.72,2025-04-23
